place_code,date,mankai_date,kaika_date,meter,tavg,tmin,tmax,prcp,prefecture_jp,prefecture_en,spot_name,lat,lon,code,nowToMankai_days,nowToKaika_days,temp_mean,temp_min,temp_max,precipitation,meter_predi,temp_mean_predi,meter_resdi_sq,temp_mean_resdi_sq
23370008,2024-03-14,2024-04-02,2024-03-27,71,5.4,-1.6,14.2,0.2,愛知県,Aichi Prefecture,五条川の桜並木(大口町),35.3303144676103,136.907314023431,23370008,19,13,6.2,-1.1,14.0,0.1,72.42883147889427,7.889735099337749,2.0415593950791786,2.8552047059339505
23370008,2024-03-15,2024-04-02,2024-03-27,73,7.6,-0.7,16.9,0.0,愛知県,Aichi Prefecture,五条川の桜並木(大口町),35.3303144676103,136.907314023431,23370008,18,12,8.5,1.3,16.2,0.0,74.0273478246403,8.108514664143803,1.0554435527931598,0.15326076819043966
23370008,2024-03-16,2024-04-02,2024-03-27,75,10.5,2.9,19.7,0.0,愛知県,Aichi Prefecture,五条川の桜並木(大口町),35.3303144676103,136.907314023431,23370008,17,11,11.2,4.6,18.9,0.0,75.66114369175162,8.327294228949858,0.4371109811429594,8.252438447024785
23370008,2024-03-17,2024-04-02,2024-03-27,79,9.9,3.6,16.0,1.1,愛知県,Aichi Prefecture,五条川の桜並木(大口町),35.3303144676103,136.907314023431,23370008,16,10,9.8,4.7,13.9,1.8,77.33099770512676,8.546073793755912,2.785568660292134,1.572330930705692
23370008,2024-03-18,2024-04-02,2024-03-27,82,6.1,1.3,9.8,0.0,愛知県,Aichi Prefecture,五条川の桜並木(大口町),35.3303144676103,136.907314023431,23370008,15,9,6.1,2.5,9.3,0.0,79.03770567404541,8.764853358561968,8.775187673582746,7.1014434226390035
23370035,2024-02-29,2024-03-30,2024-03-22,57,6.4,-0.5,12.7,9.0,愛知県,Aichi Prefecture,佐奈川堤,34.8289764093956,137.383537555634,23370035,30,22,7.3,2.3,12.7,10.5,55.81027642949162,5.420856245090339,1.4154421742232017,3.53118125161598
23370035,2024-03-01,2024-03-30,2024-03-22,57,8.9,3.7,13.6,17.8,愛知県,Aichi Prefecture,佐奈川堤,34.8289764093956,137.383537555634,23370035,29,21,8.8,5.6,12.8,5.0,57.12423204696436,5.645384917517676,0.015433601492954637,9.951596318624965
23370035,2024-03-02,2024-03-30,2024-03-22,59,3.2,0.4,6.5,0.0,愛知県,Aichi Prefecture,佐奈川堤,34.8289764093956,137.383537555634,23370035,28,20,3.3,0.9,6.4,0.0,58.469122457725014,5.869913589945012,0.2818309648919296,6.6044558597840615
23370035,2024-03-03,2024-03-30,2024-03-22,60,4.0,-1.0,9.5,0.0,愛知県,Aichi Prefecture,佐奈川堤,34.8289764093956,137.383537555634,23370035,27,19,4.3,-0.6,9.8,0.0,59.84567596752694,6.0944422623723495,0.023815906998747083,3.2200230329879966
23370035,2024-03-04,2024-03-30,2024-03-22,61,6.3,0.6,11.6,0.0,愛知県,Aichi Prefecture,佐奈川堤,34.8289764093956,137.383537555634,23370035,26,18,6.9,1.8,11.8,0.1,61.25463802881199,6.318970934799687,0.06484052571725542,0.3375947746075503
23370035,2024-03-05,2024-03-30,2024-03-22,62,6.2,2.9,8.1,14.3,愛知県,Aichi Prefecture,佐奈川堤,34.8289764093956,137.383537555634,23370035,25,17,6.7,5.0,7.9,13.6,62.696771644399774,6.543499607227023,0.48549072443956576,0.024492372938096106
23370035,2024-03-06,2024-03-30,2024-03-22,64,9.8,8.2,12.7,9.5,愛知県,Aichi Prefecture,佐奈川堤,34.8289764093956,137.383537555634,23370035,24,16,8.6,6.0,12.7,2.6,64.17285778068045,6.76802827965436,0.0298798123417689,3.3561203841461613
23370035,2024-03-07,2024-03-31,2024-03-23,66,7.2,6.0,8.9,2.5,愛知県,Aichi Prefecture,佐奈川堤,34.8289764093956,137.383537555634,23370035,24,16,7.0,2.0,12.1,0.1,65.68369579053575,6.9925569520816975,0.10004835292480363,5.539896231414756e-05
23370035,2024-03-08,2024-03-31,2024-03-23,67,8.3,5.1,12.9,0.4,愛知県,Aichi Prefecture,佐奈川堤,34.8289764093956,137.383537555634,23370035,23,15,7.1,3.6,11.5,0.0,67.23010384621666,7.217085624509034,0.05294778004370237,0.013709043466670538
23370035,2024-03-09,2024-03-31,2024-03-23,69,5.1,2.3,8.6,0.0,愛知県,Aichi Prefecture,佐奈川堤,34.8289764093956,137.383537555634,23370035,22,14,4.2,1.7,7.5,0.0,68.812919382413,7.441614296936371,0.03499915747673338,10.508063250102282
23370035,2024-03-10,2024-03-31,2024-03-23,70,5.0,1.4,10.4,0.0,愛知県,Aichi Prefecture,佐奈川堤,34.8289764093956,137.383537555634,23370035,21,13,4.3,0.0,9.6,0.0,70.43299954975369,7.666142969363708,0.18748861008689696,11.330918490196725
23370035,2024-03-12,2024-03-31,2024-03-23,73,8.2,5.3,14.7,36.6,愛知県,Aichi Prefecture,佐奈川堤,34.8289764093956,137.383537555634,23370035,19,11,8.0,6.0,11.4,47.1,73.78848375607221,8.11520031421838,0.6217066335897411,0.013271112396013678
23370035,2024-03-13,2024-03-31,2024-03-23,75,7.4,3.5,12.4,0.0,愛知県,Aichi Prefecture,佐奈川堤,34.8289764093956,137.383537555634,23370035,18,10,7.3,4.6,11.0,0.0,75.52570490849878,8.339728986645719,0.276365650819712,1.081036365671334
23370035,2024-03-14,2024-04-01,2024-03-24,76,7.5,1.7,13.4,0.0,愛知県,Aichi Prefecture,佐奈川堤,34.8289764093956,137.383537555634,23370035,18,10,7.8,1.7,13.3,0.0,77.30382590299847,8.564257659073055,1.6999619853297723,0.5840897694518267
23370035,2024-03-15,2024-04-01,2024-03-24,78,9.8,4.2,15.6,0.0,愛知県,Aichi Prefecture,佐奈川堤,34.8289764093956,137.383537555634,23370035,17,9,10.2,4.5,15.6,0.0,79.12380965501775,8.788786331500393,1.262948140711118,1.9915240181601157
23370035,2024-03-16,2024-04-01,2024-03-24,81,12.0,7.6,18.4,0.0,愛知県,Aichi Prefecture,佐奈川堤,34.8289764093956,137.383537555634,23370035,16,8,12.6,7.5,19.5,0.0,80.98664175016789,9.01331500392773,0.00017844283857703963,12.86430926104994
23370035,2024-03-17,2024-04-01,2024-03-24,84,11.3,5.9,17.6,5.1,愛知県,Aichi Prefecture,佐奈川堤,34.8289764093956,137.383537555634,23370035,15,7,12.4,8.0,18.0,2.1,82.89333097795415,9.237843676355066,1.2247163243559174,9.999232615167648
23370035,2024-03-18,2024-04-01,2024-03-24,87,7.9,2.4,11.4,0.0,愛知県,Aichi Prefecture,佐奈川堤,34.8289764093956,137.383537555634,23370035,14,6,6.7,3.1,9.8,0.0,84.84490987807145,9.462372348782402,4.644413433634021,7.630700993317605
23370041,2024-02-29,2024-03-30,2024-03-20,57,5.2,-0.8,9.9,9.9,愛知県,Aichi Prefecture,八事山　興正寺,35.1399557917162,136.962458208173,23370041,30,20,5.3,0.2,8.9,13.9,55.6794731681178,4.895612582781457,1.7437911137208346,0.16352918320468404
23370041,2024-03-01,2024-03-30,2024-03-20,57,7.7,3.1,12.1,11.1,愛知県,Aichi Prefecture,八事山　興正寺,35.1399557917162,136.962458208173,23370041,29,19,8.1,4.5,12.3,8.5,57.0514982373152,5.126182592242195,0.002652068446572747,8.84358997468335
23370041,2024-03-02,2024-03-30,2024-03-20,59,2.4,-0.3,5.6,0.0,愛知県,Aichi Prefecture,八事山　興正寺,35.1399557917162,136.962458208173,23370041,28,18,2.8,0.1,6.3,0.0,58.457332045773164,5.356752601702933,0.29448850854473935,6.536983866314718
23370041,2024-03-03,2024-03-30,2024-03-20,60,3.2,-2.5,9.4,0.0,愛知県,Aichi Prefecture,八事山　興正寺,35.1399557917162,136.962458208173,23370041,27,17,3.6,-2.0,10.0,0.0,59.89780769113408,5.58732261116367,0.010443267991346868,3.949451160842388
23370041,2024-03-04,2024-03-30,2024-03-20,61,4.9,-1.3,11.4,0.3,愛知県,Aichi Prefecture,八事山　興正寺,35.1399557917162,136.962458208173,23370041,26,16,5.6,-0.8,12.2,0.7,61.37377879980574,5.817892620624408,0.13971059118422047,0.04747719412257251
23370041,2024-03-05,2024-03-30,2024-03-20,63,5.6,3.6,8.5,12.5,愛知県,Aichi Prefecture,八事山　興正寺,35.1399557917162,136.962458208173,23370041,25,15,5.5,3.7,6.9,16.0,62.88612003282097,6.0484626300851465,0.012968646924697161,0.30081125659991625
23370041,2024-03-06,2024-03-30,2024-03-20,64,8.3,4.9,13.4,2.5,愛知県,Aichi Prefecture,八事山　興正寺,35.1399557917162,136.962458208173,23370041,24,14,8.2,5.5,13.4,3.9,64.43572760416185,6.279032639545885,0.18985854502862998,3.6901155999300483
23370041,2024-03-07,2024-03-31,2024-03-22,66,6.0,2.7,11.2,0.0,愛知県,Aichi Prefecture,八事山　興正寺,35.1399557917162,136.962458208173,23370041,24,15,6.4,2.3,11.4,0.0,66.02351981185659,6.509602649006622,0.0005531815497692778,0.012012740669268676
23370041,2024-03-12,2024-03-31,2024-03-22,73,7.7,5.3,10.7,56.8,愛知県,Aichi Prefecture,八事山　興正寺,35.1399557917162,136.962458208173,23370041,19,10,8.1,6.2,11.2,54.9,74.56900641536909,7.662452696310313,2.461781131469356,0.19144764296611524
23370041,2024-03-13,2024-03-31,2024-03-22,75,6.6,2.7,10.1,0.0,愛知県,Aichi Prefecture,八事山　興正寺,35.1399557917162,136.962458208173,23370041,18,9,7.1,3.8,10.9,0.0,76.4064976911596,7.89302270577105,1.9782357552372871,0.6288850118684376
23370041,2024-03-14,2024-04-01,2024-03-24,77,6.3,-1.2,13.8,0.0,愛知県,Aichi Prefecture,八事山　興正寺,35.1399557917162,136.962458208173,23370041,18,10,6.5,-1.1,13.9,0.2,78.2892674861488,8.123592715231787,1.6622106508404508,2.6360533049537267
23370041,2024-03-15,2024-04-01,2024-03-24,79,8.7,2.0,16.1,0.0,愛知県,Aichi Prefecture,八事山　興正寺,35.1399557917162,136.962458208173,23370041,17,9,8.9,1.6,16.6,0.0,80.21843153042362,8.354162724692525,1.4845753943304327,0.29793833111508844
23370041,2024-03-16,2024-04-01,2024-03-24,82,11.2,4.6,18.9,0.0,愛知県,Aichi Prefecture,八事山　興正寺,35.1399557917162,136.962458208173,23370041,16,8,11.5,4.9,19.4,0.0,82.19513304732055,8.584732734153263,0.03807690615660519,8.498783231317507
23370041,2024-03-17,2024-04-01,2024-03-24,86,10.1,4.7,15.0,1.8,愛知県,Aichi Prefecture,八事山　興正寺,35.1399557917162,136.962458208173,23370041,15,7,10.4,5.2,15.0,1.0,84.22054343090001,8.815302743614001,3.1664656813131136,2.5112653943973124
23370041,2024-03-18,2024-04-01,2024-03-24,89,6.0,1.7,9.3,0.0,愛知県,Aichi Prefecture,八事山　興正寺,35.1399557917162,136.962458208173,23370041,14,6,6.1,2.3,9.2,0.0,86.29586294011528,9.04587275307474,7.312357238641952,8.678166277308147
23370027,2024-02-29,2024-03-31,2024-03-24,57,4.8,-1.3,9.9,12.4,愛知県,Aichi Prefecture,博物館　明治村,35.3399948451719,136.988206859587,23370027,31,24,5.2,-0.4,9.4,12.8,55.79130810745275,4.269453642384107,1.4609360911094535,0.8659165236722054
23370027,2024-03-01,2024-03-31,2024-03-24,57,7.7,3.5,12.1,8.7,愛知県,Aichi Prefecture,博物館　明治村,35.3399948451719,136.988206859587,23370027,30,23,7.5,3.7,11.8,10.6,56.94888568404771,4.484176915799433,0.0026126732952705496,9.095188875197017
23370027,2024-03-02,2024-03-31,2024-03-24,59,2.7,0.1,6.0,0.0,愛知県,Aichi Prefecture,博物館　明治村,35.3399948451719,136.988206859587,23370027,29,22,2.0,-0.7,5.3,0.2,58.13048108512628,4.6989001892147595,0.7560631433231764,7.284062231343465
23370027,2024-03-03,2024-03-31,2024-03-24,59,3.1,-3.4,9.5,0.6,愛知県,Aichi Prefecture,博物館　明治村,35.3399948451719,136.988206859587,23370027,28,21,2.7,-2.1,8.8,0.6,59.3365926409124,4.9136234626300865,0.11329460591638388,4.900128834306414
23370027,2024-03-04,2024-03-31,2024-03-24,60,4.8,-1.6,11.3,0.0,愛知県,Aichi Prefecture,博物館　明治村,35.3399948451719,136.988206859587,23370027,27,20,4.6,-0.9,11.0,0.2,60.56772902115968,5.128346736045413,0.32231624146692656,0.27915027348984134
23370027,2024-03-05,2024-03-31,2024-03-24,62,4.8,2.8,6.8,11.8,愛知県,Aichi Prefecture,博物館　明治村,35.3399948451719,136.988206859587,23370027,26,19,4.9,2.4,6.0,11.9,61.82440944967984,5.343070009460739,0.03083204136173626,0.19631103328353888
23370027,2024-03-06,2024-03-31,2024-03-24,63,8.6,5.0,14.9,1.1,愛知県,Aichi Prefecture,博物館　明治村,35.3399948451719,136.988206859587,23370027,25,18,7.3,4.6,12.9,6.3,63.107163923321856,5.557793282876065,0.011484106461732676,3.0352842451917583
23370027,2024-03-07,2024-04-01,2024-03-25,64,6.3,2.8,12.0,0.0,愛知県,Aichi Prefecture,博物館　明治村,35.3399948451719,136.988206859587,23370027,25,18,5.7,1.4,10.8,0.0,64.4165334354947,5.772516556291391,0.17350010288501677,0.005258650936362476
23370027,2024-03-12,2024-04-01,2024-03-25,70,7.4,4.7,10.3,43.6,愛知県,Aichi Prefecture,博物館　明治村,35.3399948451719,136.988206859587,23370027,20,13,7.4,4.7,10.4,43.6,71.38234025226272,6.846132923368023,1.9108645730257658,0.3067687385768529
23370027,2024-03-13,2024-04-01,2024-03-25,72,6.9,2.1,10.5,0.0,愛知県,Aichi Prefecture,博物館　明治村,35.3399948451719,136.988206859587,23370027,19,12,6.0,2.5,10.1,0.0,72.8634060175921,7.06085619678335,0.7454699512142461,1.1254158702536334
23370027,2024-03-14,2024-04-02,2024-03-27,73,5.7,-1.5,13.9,0.0,愛知県,Aichi Prefecture,博物館　明治村,35.3399948451719,136.988206859587,23370027,19,13,5.7,-1.5,12.7,0.1,74.37520145350221,7.275579470198676,1.8911790377146025,2.48245066691154
23370027,2024-03-15,2024-04-02,2024-03-27,75,7.9,0.4,16.3,0.0,愛知県,Aichi Prefecture,博物館　明治村,35.3399948451719,136.988206859587,23370027,18,12,8.2,1.3,15.0,0.0,75.91836414994752,7.490302743614002,0.8433927119088337,0.5036701957218117
23370027,2024-03-16,2024-04-02,2024-03-27,77,10.3,2.9,18.6,0.0,愛知県,Aichi Prefecture,博物館　明治村,35.3399948451719,136.988206859587,23370027,17,11,10.7,4.9,18.3,0.0,77.49354492582201,7.705026017029329,0.24358659380465086,8.9698691586712
23370027,2024-03-17,2024-04-02,2024-03-27,81,9.2,2.7,14.4,2.1,愛知県,Aichi Prefecture,博物館　明治村,35.3399948451719,136.988206859587,23370027,16,10,9.5,5.1,13.5,1.9,79.10140810343772,7.9197492904446545,3.6046511896919555,2.497192305050173
23370027,2024-03-18,2024-04-02,2024-03-27,83,6.1,1.8,9.6,0.0,愛知県,Aichi Prefecture,博物館　明治村,35.3399948451719,136.988206859587,23370027,15,9,5.2,1.3,8.4,0.0,80.74263178869838,8.134472563859982,5.0957112413950965,8.611129228046972
23370037,2024-02-29,2024-03-30,2024-03-21,56,5.2,-0.8,9.9,9.9,愛知県,Aichi Prefecture,名古屋城,35.183630008382,136.898801484016,23370037,30,21,5.4,0.8,9.2,15.6,54.650192400965736,4.96978476821192,1.8219805544106449,0.18508514566247203
23370037,2024-03-01,2024-03-30,2024-03-21,56,7.7,3.1,12.1,11.1,愛知県,Aichi Prefecture,名古屋城,35.183630008382,136.898801484016,23370037,29,20,8.1,4.3,12.6,11.4,55.99336398983013,5.200260170293282,4.4036630974625864e-05,8.408491079987545
23370037,2024-03-02,2024-03-30,2024-03-21,58,2.4,-0.3,5.6,0.0,愛知県,Aichi Prefecture,名古屋城,35.183630008382,136.898801484016,23370037,28,19,2.9,0.1,6.4,0.0,57.36954753780888,5.430735572374644,0.39747030708284903,6.4046225372824175
23370037,2024-03-03,2024-03-30,2024-03-21,59,3.2,-2.5,9.4,0.0,愛知県,Aichi Prefecture,名古屋城,35.183630008382,136.898801484016,23370037,27,18,3.8,-1.5,10.1,0.0,58.779554400244514,5.661210974456007,0.048596262451555905,3.46410629143548
23370037,2024-03-04,2024-03-30,2024-03-21,60,4.9,-1.3,11.4,0.3,愛知県,Aichi Prefecture,名古屋城,35.183630008382,136.898801484016,23370037,26,17,5.7,-0.5,12.3,0.3,60.2242158736618,5.891686376537369,0.05027275800192339,0.03674366695002604
23370037,2024-03-05,2024-03-30,2024-03-21,62,5.6,3.6,8.5,12.5,愛知県,Aichi Prefecture,名古屋城,35.183630008382,136.898801484016,23370037,25,16,5.5,3.9,6.5,13.5,61.704383685874404,6.1221617786187315,0.08738900517720283,0.38708527877402343
23370037,2024-03-06,2024-03-30,2024-03-21,63,8.3,4.9,13.4,2.5,愛知県,Aichi Prefecture,名古屋城,35.183630008382,136.898801484016,23370037,24,15,8.2,5.6,13.8,4.0,63.22093049813758,6.352637180700094,0.04881028500731773,3.4127493861316958
23370037,2024-03-07,2024-03-31,2024-03-22,64,6.0,2.7,11.2,0.0,愛知県,Aichi Prefecture,名古屋城,35.183630008382,136.898801484016,23370037,24,15,6.5,2.3,11.6,0.0,64.77475041964198,6.583112582781457,0.600238212735417,0.006907701416604496
23370037,2024-03-12,2024-03-31,2024-03-22,72,7.7,5.3,10.7,56.8,愛知県,Aichi Prefecture,名古屋城,35.183630008382,136.898801484016,23370037,19,10,8.0,6.3,11.0,49.5,73.13580936230548,7.735489593188268,1.290062907500781,0.06996575531170814
23370037,2024-03-13,2024-03-31,2024-03-22,73,6.6,2.7,10.1,0.0,愛知県,Aichi Prefecture,名古屋城,35.183630008382,136.898801484016,23370037,18,9,7.2,3.9,10.9,0.0,74.93331339565478,7.965964995269631,3.7377006858182096,0.5867023739784052
23370037,2024-03-14,2024-04-01,2024-03-24,75,6.3,-1.2,13.8,0.0,愛知県,Aichi Prefecture,名古屋城,35.183630008382,136.898801484016,23370037,18,10,6.6,-0.6,14.1,0.2,76.77499579768664,8.196440397350994,3.1506100818052407,2.5486219422942002
23370037,2024-03-15,2024-04-01,2024-03-24,77,8.7,2.0,16.1,0.0,愛知県,Aichi Prefecture,名古屋城,35.183630008382,136.898801484016,23370037,17,9,9.1,2.1,16.8,0.0,78.66194236749982,8.426915799432356,2.762052432890903,0.4530423410537839
23370037,2024-03-16,2024-04-01,2024-03-24,80,11.2,4.6,18.9,0.0,愛知県,Aichi Prefecture,名古屋城,35.183630008382,136.898801484016,23370037,16,8,11.7,4.9,19.7,0.0,80.59526559054937,8.657391201513718,0.3543411232920952,9.257468300626131
23370037,2024-03-17,2024-04-01,2024-03-24,85,10.1,4.7,15.0,1.8,愛知県,Aichi Prefecture,名古屋城,35.183630008382,136.898801484016,23370037,15,7,10.3,5.7,14.7,1.4,82.57610529453352,8.88786660359508,5.875265543188436,1.9941207292420957
23370037,2024-03-18,2024-04-01,2024-03-24,88,6.0,1.7,9.3,0.0,愛知県,Aichi Prefecture,名古屋城,35.183630008382,136.898801484016,23370037,14,6,6.2,2.4,9.2,0.0,84.60562932140103,9.118342005676443,11.521752303732464,8.516720062095601
23370006,2024-02-29,2024-03-28,2024-03-20,56,6.8,4.0,10.0,16.1,愛知県,Aichi Prefecture,大山緑地,34.9336782601421,136.985635780671,23370006,28,20,5.7,0.8,9.3,14.9,54.73726346833762,5.305380794701987,1.5945035483947283,0.15572431719003524
23370006,2024-03-01,2024-03-28,2024-03-20,56,9.2,6.0,13.0,14.6,愛知県,Aichi Prefecture,大山緑地,34.9336782601421,136.985635780671,23370006,27,19,8.6,5.1,12.5,5.1,56.05666528013638,5.550638599810786,0.0032109539729342773,9.298604948963922
23370006,2024-03-02,2024-03-28,2024-03-20,58,4.6,3.0,7.0,0.1,愛知県,Aichi Prefecture,大山緑地,34.9336782601421,136.985635780671,23370006,26,18,3.2,0.7,6.1,0.0,57.40787031026709,5.795896404919584,0.3506175694631889,6.73867814507442
23370006,2024-03-03,2024-03-28,2024-03-20,59,6.3,3.0,9.5,0.0,愛知県,Aichi Prefecture,大山緑地,34.9336782601421,136.985635780671,23370006,25,17,4.2,-2.0,10.6,0.0,58.79164515211118,6.041154210028383,0.043411742638773496,3.3898488251052377
23370006,2024-03-04,2024-03-28,2024-03-20,60,8.9,5.0,12.0,0.0,愛知県,Aichi Prefecture,大山緑地,34.9336782601421,136.985635780671,23370006,24,16,6.5,0.8,12.0,1.2,60.208774877224215,6.286412015137182,0.043586949359986076,0.04561982727775953
